,screen_name,followers,friends,description,tweets
781,ReeceAC_,1481,706,"Damn right, you wanna be in this scene | Writer for @HotspurHive 📝",7780
782,CrapanzanoRobin,545,1134,Volgt nieuws over Ajax,260465
783,gronzor,57,101,Nederland - Twente - Crypto - Rechts - Memes,2847
784,SFDSAjax,223,65,"The Official Twitter Page of the St. Francis de Sales Parish in Ajax, Ontario, Canada.",828
785,CoffeeNerd2_0,85,251,"Scripter | Game Dev | Artist | Web Developer 
CoffeeNerd2.0#4893",55
786,Rubicking7,1011,1819,水デッキをよく使う #ポケカ プレイヤー。ポケモンサークル所属。https://t.co/tpASJ2xUpi #シャドバ RAGE 2020 Summer day2ドラゴン4000勝/#マリカー VR14000+α/ #TTMTDT/#ポケカマリカ部,31047
787,EspinosaCrsiete,4187,2601,26. Estilista. Sevilla. Comento de todo. Más específicamente programas y realitys de televisión y fútbol.,972321
788,tolgasyhbyz,435,365,✈︎,4285
789,wijzijnajax020,9854,6393,"VOLG ONS OP FACEBOOK, met meer dan 76.500 volgers of Instagram https://t.co/c4QsOfuRKr… https://t.co/9VKlIcUrmS…",24029
790,soccer_bettings,2192,26,"Soccer predictions are provided for all major leagues of EPL tips,  Italian Serie A picks, Spanish Liga predictions, German Bundesliga tips.",8501
791,stealexanderuk,782,315,"Be stronger, be kinder.
Stealexandertoys on instagram",64072
792,RoyWolterx,1433,389,Ajax Amsterdam. De Toekomst. Een reus met een zachte G-klank. Open DM's.,16938
793,kaffie1,153,342,"Ajax, tennissen, golf, darts. Sportgek in het algemeen! Vader van Sep en Moos. Manager bij TSTK / https://t.co/1NjFz6sQRI",3695
794,DomusCaligari,323,1058,I'm an awkward autistic agendered aromantic asexual with googly eyes aplenty.,25269
795,u2jmb,12,313,à l'affût et curieux. Fier d’être Français !,1921
796,johnnytest672,411,464,"Massive Chelsea fan, anime, football, basketball, gaming, global/local news, music",3416
797,cabecinh_a,690,597,"Del Barça y de la filosofía de Cruyff. 4-3-3 con falso 9. No sigo a jugadores, sigo al Barça. No sacrifico el modelo de juego por un jugador.",11397
798,NOSsport,329297,91,Volg het belangrijkste sportnieuws van de NOS. Webcare nodig? Zie @NOScommunicatie.,83595
799,Jackglasson2,5560,5759,Huge Greenwood Fan🔴 Have a United YouTube Channel - RED MANCS TV,8849
800,Ajax_Ranger,829,364,"Blogger @ShinyToyRobots_ and @Tokunation staff member ZeoRangerV. Writer as seen in/on @NEO_Magazine, @MyMMag, @TokuToyStore, @ukanime, @BlogtorWho & more.",31452
801,nono2kane,53,558,,1768
802,AneeshChandoke,2085,404,"At times my twitter is all Arsenal. Sometimes I seek motivation in quotes. Sometimes I post song lyrics in my head. Whatever I watch,I review it. NED🇳🇱 ⚽️ fan",175852
803,SFDSAjax,223,65,"The Official Twitter Page of the St. Francis de Sales Parish in Ajax, Ontario, Canada.",828
804,jurgenlex,182,378,"Family,darts, music, football, F1, gadgets, tattoo's, gaming, reggae, Rolling Stones,smartphone photography, smartphones, cats, Bob Marley",6803
805,SFDSAjax,223,65,"The Official Twitter Page of the St. Francis de Sales Parish in Ajax, Ontario, Canada.",828
806,Spixieplayer,25,1118,,2359
807,ZiOrim,1369,1119,"I tweet Ajax Amsterdam, Dutch football, Netherlands, Scandinavia, Israel and Assyria (not to be confused with Syria)",30162
808,Sumo08112,148,183,jaïro & pierrick prop,7508
809,loggertnl,20,78,"Het leven is geen race op de snelweg, maar een parkeerplaats in de zon.",1940
810,joostwkvandeven,84,330,"IT professional & Sport marketeer (waar werk stopt gaat passie verder)
https://t.co/69vQrZVHZB / https://t.co/oGhggMN1nY",2262
811,celestial_rex,436,961,"20. 🐎🐎🐎 
FAX ABOUT BALL 
Best club in the world 
Ruling over the football world for the next decade 
YNWA",7355
812,vanihina,312,1385,eun/euni | 24 | multifandom | PLS DON'T REPOST MY ART ANYWHERE | Vanitas simp since 2010 | 18+ only | very RT heavy,40500
813,MaanoMadima,707,357,Student of life,11594
814,QdSit,5652,1089,"Giornale di economia, istituzioni, ambiente, consumo, motori, medicina e altro che si occupa della Sicilia e non solo",28078
815,timg33,1637,4995,"Sincerity Advertising, MP and Mayor candidate, Surin Schools charity and Surin Thai restaurant. Email: timgarbutt@yahoo.com",216249
816,Bientje73,131,392,"Amsterdam, grootste liefdes m’n zoon & Ajax ❌❌❌, single, zwak voor chocolade mousse, Lasse, de Hunt en en....en.... ach alle Ajax (ex)spelers 😅🥴",1565
817,TheDuckGod,5369,2285,"✦ Hedgehog Stan ✦ Vtuber addict ✦ Kick enthusiast
✦ Freelance Artist ✦ He/Him 
✦ Art only acc: @laminatedduck 
✦ Email: contact@arq.design 
✦ Avatar: @Kohane01",13706
818,BetIbc1,1566,1994,Welcome to BET-IBC! Join today the Largest Broker in Europe that has offers for newbies and high-rollers. Contact our Support Team for more information!,6936
819,sjongejonge4,50,0,,10454
820,nickv010,7,59,"Volg alles omtrent Feyenoord en rotterdam👌🏻. 

Blije Boompjes bewoner💚💚💚",453
821,VI_nl,470851,713,Het officiële account van Voetbal International ⚽️ Facebook: https://t.co/Q06GnqFn0i Instagram: https://t.co/SpkEM4To9B,184551
822,NUnl_sport,966,0,,72980
823,Ajax_Ranger,829,364,"Blogger @ShinyToyRobots_ and @Tokunation staff member ZeoRangerV. Writer as seen in/on @NEO_Magazine, @MyMMag, @TokuToyStore, @ukanime, @BlogtorWho & more.",31452
824,sportandpolitik,9,34,"European football, mainly Ajax, with the odd foray into politics",312
825,DonyphanM,19,80,,649
826,CelineBreguet,7,608,,977
827,EVPickeringAjax,4,120,"Opening the door to the life you aspire, with the highest level of real estate service in Pickering and Ajax!",15
828,FootballOranje_,17557,681,"All the latest news from the world of Dutch football. Oranje, Eredivisie, Dutchmen abroad and more. Visit our website at https://t.co/gUpjVlixgY",24748
829,stillmsc,1349,1228,I retweet a lot,62012
830,AjaxFanatics,20174,139,Het laatste nieuws over de mooiste club ter wereld!,46883
831,supertano2001,850,590,"𝐕𝐈𝐀𝐉𝐄𝐑𝐎 𝐘 𝐃𝐄𝐋 𝐑𝐎𝐉𝐎. 𝐀𝐌𝐀𝐍𝐓𝐄 𝐃𝐄 𝐋𝐀 𝐃𝐎𝐁𝐋𝐄 𝐕𝐈𝐒𝐄𝐑𝐀 🇦🇹⚽️🌎🌍 𝐕𝐀𝐘𝐀𝐍, 𝐒𝐄𝐀𝐍 𝐇𝐎𝐌𝐁𝐑𝐄𝐒, 𝐉𝐔𝐄𝐆𝐔𝐄𝐍 𝐘 𝐆𝐀𝐍𝐄𝐍.",5778
832,Jon_LeGossip,40368,2473,France-based soccer correspondent for @UCLonCBSSports.,183943
833,arctixzayns,1065,1036,i crumble completely when you cry • entj,29717
834,zazoomblog,5533,1551,Zazoom Social News ... Tutte le notizie dalle migliori fonti del web! Segnala il tuo Blog. Zazoom Social News è un un'idea che aiuta a dar voce al tuo sito!,3268275
835,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
836,NUsport,44493,634,"Officieel Twitteraccount van de sportredactie van NU.nl. NUsport, altijd sport. Voetbal | Wielrennen | Formule 1 | Schaatsen | Tennis | Andere sporten |",149478
837,TuriminVanthat,398,1319,WEB DEVELOPMENT maaf cuman acount auto shared saja..,114823
838,gapuranewscom,39,87,https://t.co/yWQXhuYSWC,2297
839,ynnor55,1489,5001,"communicatie,sales,marketing,positiv,social media,new challenges, newssearcher,sustainability,respect, mantelzorger, 4 women, 3 sons and Toby the dog r.i.p.",31598
840,Adri_JUVE,5239,3496,"《Vedervi rosicare non è importante. .ma l'unica cosa che conta》
#FinoAllaFine #STRON9ER 3️⃣8️⃣🇦🇱/🇮🇹",54759
841,sathishraina348,287,1095,Ardent Sports follower,12123
842,TuriminVanthat,398,1319,WEB DEVELOPMENT maaf cuman acount auto shared saja..,114823
843,TuriminVanthat,398,1319,WEB DEVELOPMENT maaf cuman acount auto shared saja..,114823
844,posmetromedan1,1003,243,"Official Twitter https://t.co/oXYABRY7ON
Menyajikan Fakta, Peristiwa & Fenomena Paling Aktual",6983
845,TuriminVanthat,398,1319,WEB DEVELOPMENT maaf cuman acount auto shared saja..,114823
846,Rubicking7,1011,1819,水デッキをよく使う #ポケカ プレイヤー。ポケモンサークル所属。https://t.co/tpASJ2xUpi #シャドバ RAGE 2020 Summer day2ドラゴン4000勝/#マリカー VR14000+α/ #TTMTDT/#ポケカマリカ部,31047
847,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
848,Ajax_sukore,181,186,"若松在住の新米子豚です。他にもアークナイツ、プラエデ、原神やってます。
#アズレン
#若松鯖
#アークナイツ
質問箱→https://t.co/XsTZWZzVUl",1256
849,Mosty83,118,700,"Soy Diseñador de Imagen y Sonido, Editor y Motion Grapher pero mi sueño siempre fue poder convertirme en una cubeta de agua.",2981
850,ajax_007,99,385,This planet would be a much better place if more people gave a damn about the stranger next to them.,5537
851,Dutch_Baseline,104,242,"Festivals | Minimal | Veni Vidi Vici | Friends | Enjoying life | Family | Summer | Sun | Corona (serieus, staat er al jaren) | Whiskey",737
852,kalerin5,51,85,,432
853,Rubicking7,1011,1819,水デッキをよく使う #ポケカ プレイヤー。ポケモンサークル所属。https://t.co/tpASJ2xUpi #シャドバ RAGE 2020 Summer day2ドラゴン4000勝/#マリカー VR14000+α/ #TTMTDT/#ポケカマリカ部,31047
854,SerafiniSs17,236,226,Mio,5677
855,abaybaki,130,296,,6375
856,sepvdgraaf,32,337,need a bot to hire me🙃,446
857,JulioCesarrMM,4435,2744,Bachelor's Degree in Foreign Affairs.  Política Internacional. Analista de procesos internacionales. Retweets ≠ endorsements,153701
858,MeesterJari,389,712,Ajax | 2 dochters | 1 vriendin | bier | bitterballen | vooral niet alles serieus nemen | nog meer ajax | muziek,4025
859,Bryan_P_Olson,124,109,"@Arsenal #AFC
MMA & Hip-hop fan.",2362
860,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
861,scofffs,111,293,literally dead in real life,7717
862,RobvanderPoel4,44,180,,4472
863,sportli26181512,349,174,,187052
864,entreopnioes,707,238,"Um apaixonado por futebol que apenas veio dar opiniões. Nem sempre certas.

Scout.",2598
865,IamYadirichi,329,873,"Nigerian,Daughter,Sister, On fire for #Sports#innovation#Languages#Movies#Fc Barcelona No 1 Fan instagram@iam _yadi_Official 💗🌎🇳🇬✈🔥",4596
866,AjaxFanatics,20174,139,Het laatste nieuws over de mooiste club ter wereld!,46883
867,LehmannsTerms_,644,1096,"https://t.co/EV6GQpSsVU

https://t.co/I1ETGYeDyS",47340
868,michaelbeattie_,3042,2870,,32810
869,soap_ebooks,152,3,inanimate insanity crackbot,75667
870,cpt_ajax_,222,258,🇹🇹 // BC’22🐻 // flyhighmommy✨,833
871,AtalantaBCFeed,104,27,All the latest news for Atalanta BC,2673
872,ItsJana11_,2016,1734,With God all things are possible 💫  YNWA 🔴 Hala Madrid 👑,36609
873,WizardH22,3,166,,386
874,EtienneVerhoeff,3292,863,Eigenaar @tienproducties1 | trainer creatief trainen | @start2create | Presentator AD Sportwereld | golf | podcastjes,10661
875,AnciaoDo,1,14,segue ai fdp,3
876,FpK181ze,740,909,【シャドバ】《EVA》所属 コンエルを愛する自然ドラ使い/【ポケカ】半休止状態 レックウザ無限回収勢 サブ垢(@Rayqua_sub),13386
877,MichaCule,88,108,Visca Barca,6660
878,TheWright10,4582,3966,MUFC⚽️,7823
879,Fantacalcio,33305,527,"Testata giornalistica sportiva specializzata in voti, stats, news e quotazioni dei calciatori di Serie A. Portale unico e ufficiale del #Fantacalcio in Italia.",248252
880,ReyaadM,2915,4963,"Liverpool Football Club, Trance, Gym junkie, YNWA,",59551
881,T_Vos,134,303,Every little thing is gonna be alright,1321
882,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
883,OddsShark_ES,531,333,"Tu primera parada para encontrar información para apostar, picks y cuotas.",3653
884,Ajax_SoccerNews,4457,242,"Het laatste nieuws over Ajax. 33x landskampioen, 18x bekerwinnaar, 2x wereldkampioen!",54643
885,ajaxfan3,1107,226,Dutch fanpage of football club Ajax Amsterdam.,2560
886,RickerT_077,658,1241,"AFCA❌❌❌ | Hardlopen 💪💪 | Fitness🏋🏋 | Tattoos👊👊 | Venlo | VVV⚽⚽ | Darts🎯🎯 | Follow your Dreams, Believe in Yourself, Anything is Possible!",63875
887,SathishaNirama1,116,218,,14
888,DillionBroekman,96,136,Geschiedenisleraar | Politiek geïnteresseerd | Interesse voor Internationale betrekkingen | Fulltime sarcast | Ajacied,5754
889,ceesvanvugt,76,282,Geeft mening 🙋‍ | Schapenkop 🐑 | Feyenoord 🔴⚪ | Fietst 🚴🏻‍♂️ | Boot 🚤 | L'Chaim! 🍺 | Leaf 🚗 | Blokt wappies & ajacieden ✖️,3547
890,Bientje73,131,392,"Amsterdam, grootste liefdes m’n zoon & Ajax ❌❌❌, single, zwak voor chocolade mousse, Lasse, de Hunt en en....en.... ach alle Ajax (ex)spelers 😅🥴",1565
891,mark_osifo,179,465,"die hard MILANISTA,everything red&black.But still likes having loads of fun so press follow...",38620
892,Rubicking7,1011,1819,水デッキをよく使う #ポケカ プレイヤー。ポケモンサークル所属。https://t.co/tpASJ2xUpi #シャドバ RAGE 2020 Summer day2ドラゴン4000勝/#マリカー VR14000+α/ #TTMTDT/#ポケカマリカ部,31047
893,HamzaBoussoufaa,82,206,🇲🇦,760
894,Ajax_Politics,72,58,"Ajax Politics
@Ajax_Politics
Suburbanite. Steve Parish fan. Mark Holland fan. NOT a fan of Joe Dickson. I love donuts. Pundit and observer of all things Ajax.",80
895,esaem_,84,616,,1515
896,lechampion2020,0,149,J’ai une calve mais tu verras que ma zone donneuse 🏎🏴󠁧󠁢󠁥󠁮󠁧󠁿,189
897,Ajax_sv_garden,1848,1775,EVAリーダー τCet副リーダー,21075
898,antikris77,1147,2554,,77079
899,Ajax_Politics,72,58,"Ajax Politics
@Ajax_Politics
Suburbanite. Steve Parish fan. Mark Holland fan. NOT a fan of Joe Dickson. I love donuts. Pundit and observer of all things Ajax.",80
900,Waarheidsvindi2,24,98,"Vader, huisfilosoof👨🏽‍🏫🏡, student 👨🏽‍🎓 , D66🟩, Nederland 🇳🇱, Suriname 🇸🇷, Europa 🇪🇺, Afrika, PSV 🟥⬜️",844
901,Affaritaliani,66644,516,"Politica, cronaca, economia, esteri, sport, cultura, media e spettacoli, sociale e green: le news dalla redazione di https://t.co/eks0k1MOAq",251070
902,footballitalia,182061,1020,The website for English-speaking fans of Italian football,299392
903,Guppie19833,258,580,Ajacied ❌❌❌~Woudenberg~basketballer~ rolstoeler en best lief zeggen ze.,16619
904,025_Ajax,333,1536,"Green Infrastructure, Disasters, and Climate Change. Saelish Cascadia, Western Hemlock Zone. All my opinions are my own. He/Him. I work for plants.",49922
905,sandywilson139,531,993,🔋,22735
906,RManu13C,7,25,,62
907,IAM__Network,18023,15543,"IAM Platform powers IAM Network, the world's largest network of information professionals.

GO: https://t.co/wZabw3lJog

#News #DigitalMedia #InformationTechnology",964294
908,NimbusRoy,115,95,"IT professional, history enthusiast and very biased Ajax Supporter ❌❌❌
*Do not mention the war!",9574
909,Guppie19833,258,580,Ajacied ❌❌❌~Woudenberg~basketballer~ rolstoeler en best lief zeggen ze.,16619
910,br_utd,938,828,"comentários, notícias, tudo e mais um pouco sobre o MAIOR DA INGLATERRA! 👹👹👹| Parcerias entrar em contato na DM.",13291
911,elnoobardo,55,65,Soy un tuitcher de tuich de esos q son alifiados,4556
912,Emilio_JCC,216,243,Alma de Art Project Group @artprojectgroup.,1458
913,DHartog51,14,27,,426
914,maryludovic10,47,2403,Rêver sa vie et vivre ses rêves,8464
915,artprojectgroup,607,4,Tu experto en #WordPress y #WooCommerce,1157
916,openclimatedata,1265,619,Tweets by Robert Gieseke,7915
917,WF2tOxVlIPX2up0,190,232,,98469
918,Guppie19833,258,580,Ajacied ❌❌❌~Woudenberg~basketballer~ rolstoeler en best lief zeggen ze.,16619
919,CorriereCitta,1651,9,"Tutte le Ultime Notizie dalla provincia di Roma e dall'Italia aggiornate in tempo reale: Cronaca, Politica, Attualità, Sport ed Eventi.",64920
920,jade_dsx,24,151,🇵🇹//daghe🇲🇨,560
921,Soccernews_nl,18778,8087,Dagelijks het laatste voetbalnieuws uit binnen- en buitenland.,298398
922,AndrewC_1999,846,3223,21 | @CorkCityFC 💚🟢 | @FAIreland 🇮🇪 | @LFC ❤️🔴,20782
923,WF2tOxVlIPX2up0,190,232,,98469
924,_nadineunger,3840,3887,Atmospheric Chemist | Climate Scientist | Air Quality | Earth System Science | IPCC AR6 Lead Author | Global Citizen | Views can obstruct enlightenment,4416
925,steeve_lo,17,206,,66
926,AndrewC_1999,846,3223,21 | @CorkCityFC 💚🟢 | @FAIreland 🇮🇪 | @LFC ❤️🔴,20782
927,MarangellaMax,103,1624,I’m @CaptMarkKelly and @JoeBiden’s #1 Fan and Supporter💙,61157
928,V2Sane,168,169,@FCBayern @OM_officiel | Kekra Fan Account / 23 | Nº19,37876
929,reinovikingo191,0,17,"Instagram: @reinovikingo1902 (1'1K)
Apoyo al Real Madrid
Anticulé
Mi equipo tiene 13 Copas de Europa y 34 ligas.",6
930,andrea516188,1046,650,Perdo follower ogni volta che scrivo qualcosa,72431
931,PieterZwartNL,25783,574,Hoofdredactie VI | Hup VI PRO | Mede-oprichter Catenaccio | Schrijver 'De val van Oranje',25478
932,01Polll,2,10,.,20
933,SN_Clickbait,781,2,Geboren uit haat aan clickbait. Deze bot plaats automatisch afbeeldingen van Soccernews artikelen. 🤖,27396
934,Ahmet88737749,0,148,,32
935,AndrewC_1999,846,3223,21 | @CorkCityFC 💚🟢 | @FAIreland 🇮🇪 | @LFC ❤️🔴,20782
936,Maurocl27,8,54,,124
937,Maurocl27,8,54,,124
938,FcNenos,78,166,Professional Football Enthusiast• Barça fan account ⚽️💙❤️,2676
939,Santiago77811,318,307,Stay away from negative people. They have a problem for every solution.,239
940,bouledegomme82,30,2243,,6717
941,voetbalflitsen,104456,327,"Het laatste voetbalnieuws over Ajax, Feyenoord, PSV en alle andere Eredivisie-clubs. Abonneer je ook op @vtbflitsenwtf voor 'gekke' berichten en voetbalhumor.",81128
942,vaievem_futebol,41277,554,"Noticias atualizadas de seu clube 24 horas por dia.

Intagram @PortalVaiEVem",94946
943,combo_alex,232,107,$ZIL #ZIL #Zilliqa $ADA #ADA #Cardano,5530
944,Ajax_SoccerNews,4457,242,"Het laatste nieuws over Ajax. 33x landskampioen, 18x bekerwinnaar, 2x wereldkampioen!",54643
945,padraicwalsh15,110,527,,1120
946,tickets_lottery,201,307,"Posting winning sports picks in every sport known to man. Questions? just send a tweet. Cash app is $hagenbentley

Documentation of picks is in the link below",1488
